CBSA_Code,CBSA_Title,CBSA_Type,County,State,FIPS_State,FIPS_County
32260,"Marshalltown, IA",Micropolitan Statistical Area,Marshall County,Iowa,19,127
32280,"Martin, TN",Micropolitan Statistical Area,Weakley County,Tennessee,47,183
32300,"Martinsville, VA",Micropolitan Statistical Area,Henry County,Virginia,51,89
32300,"Martinsville, VA",Micropolitan Statistical Area,Martinsville city,Virginia,51,690
32340,"Maryville, MO",Micropolitan Statistical Area,Nodaway County,Missouri,29,147
32380,"Mason City, IA",Micropolitan Statistical Area,Cerro Gordo County,Iowa,19,33
32380,"Mason City, IA",Micropolitan Statistical Area,Worth County,Iowa,19,195
32390,"Massena-Ogdensburg, NY",Micropolitan Statistical Area,St. Lawrence County,New York,36,89
32420,"Mayagüez, PR",Metropolitan Statistical Area,Cabo Rojo Municipio,Puerto Rico,72,23
32420,"Mayagüez, PR",Metropolitan Statistical Area,Hormigueros Municipio,Puerto Rico,72,67
32420,"Mayagüez, PR",Metropolitan Statistical Area,Lajas Municipio,Puerto Rico,72,79
32420,"Mayagüez, PR",Metropolitan Statistical Area,Mayagüez Municipio,Puerto Rico,72,97
32420,"Mayagüez, PR",Metropolitan Statistical Area,Sabana Grande Municipio,Puerto Rico,72,121
32420,"Mayagüez, PR",Metropolitan Statistical Area,San Germán Municipio,Puerto Rico,72,125
32460,"Mayfield, KY",Micropolitan Statistical Area,Graves County,Kentucky,21,83
32540,"McAlester, OK",Micropolitan Statistical Area,Pittsburg County,Oklahoma,40,121
32580,"McAllen-Edinburg-Mission, TX",Metropolitan Statistical Area,Hidalgo County,Texas,48,215
32620,"McComb, MS",Micropolitan Statistical Area,Pike County,Mississippi,28,113
32620,"McComb, MS",Micropolitan Statistical Area,Walthall County,Mississippi,28,147
32660,"McMinnville, TN",Micropolitan Statistical Area,Warren County,Tennessee,47,177
32700,"McPherson, KS",Micropolitan Statistical Area,McPherson County,Kansas,20,113
32740,"Meadville, PA",Micropolitan Statistical Area,Crawford County,Pennsylvania,42,39
32780,"Medford, OR",Metropolitan Statistical Area,Jackson County,Oregon,41,29
32820,"Memphis, TN-MS-AR",Metropolitan Statistical Area,Crittenden County,Arkansas,5,35
32820,"Memphis, TN-MS-AR",Metropolitan Statistical Area,Benton County,Mississippi,28,9
32820,"Memphis, TN-MS-AR",Metropolitan Statistical Area,DeSoto County,Mississippi,28,33
32820,"Memphis, TN-MS-AR",Metropolitan Statistical Area,Marshall County,Mississippi,28,93
32820,"Memphis, TN-MS-AR",Metropolitan Statistical Area,Tate County,Mississippi,28,137
32820,"Memphis, TN-MS-AR",Metropolitan Statistical Area,Tunica County,Mississippi,28,143
32820,"Memphis, TN-MS-AR",Metropolitan Statistical Area,Fayette County,Tennessee,47,47
32820,"Memphis, TN-MS-AR",Metropolitan Statistical Area,Shelby County,Tennessee,47,157
32820,"Memphis, TN-MS-AR",Metropolitan Statistical Area,Tipton County,Tennessee,47,167
32860,"Menomonie, WI",Micropolitan Statistical Area,Dunn County,Wisconsin,55,33
32900,"Merced, CA",Metropolitan Statistical Area,Merced County,California,6,47
32940,"Meridian, MS",Micropolitan Statistical Area,Clarke County,Mississippi,28,23
32940,"Meridian, MS",Micropolitan Statistical Area,Lauderdale County,Mississippi,28,75
33020,"Mexico, MO",Micropolitan Statistical Area,Audrain County,Missouri,29,7
33060,"Miami, OK",Micropolitan Statistical Area,Ottawa County,Oklahoma,40,115
33100,"Miami-Fort Lauderdale-West Palm Beach, FL",Metropolitan Statistical Area,Broward County,Florida,12,11
33100,"Miami-Fort Lauderdale-West Palm Beach, FL",Metropolitan Statistical Area,Miami-Dade County,Florida,12,86
33100,"Miami-Fort Lauderdale-West Palm Beach, FL",Metropolitan Statistical Area,Palm Beach County,Florida,12,99
33140,"Michigan City-La Porte, IN",Metropolitan Statistical Area,LaPorte County,Indiana,18,91
33180,"Middlesborough, KY",Micropolitan Statistical Area,Bell County,Kentucky,21,13
33220,"Midland, MI",Metropolitan Statistical Area,Midland County,Michigan,26,111
33260,"Midland, TX",Metropolitan Statistical Area,Martin County,Texas,48,317
33260,"Midland, TX",Metropolitan Statistical Area,Midland County,Texas,48,329
33300,"Milledgeville, GA",Micropolitan Statistical Area,Baldwin County,Georgia,13,9
33340,"Milwaukee-Waukesha, WI",Metropolitan Statistical Area,Milwaukee County,Wisconsin,55,79
33340,"Milwaukee-Waukesha, WI",Metropolitan Statistical Area,Ozaukee County,Wisconsin,55,89
33340,"Milwaukee-Waukesha, WI",Metropolitan Statistical Area,Washington County,Wisconsin,55,131
33340,"Milwaukee-Waukesha, WI",Metropolitan Statistical Area,Waukesha County,Wisconsin,55,133
33380,"Minden, LA",Micropolitan Statistical Area,Webster Parish,Louisiana,22,119
33420,"Mineral Wells, TX",Micropolitan Statistical Area,Palo Pinto County,Texas,48,363
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Statistical Area,Anoka County,Minnesota,27,3
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Statistical Area,Carver County,Minnesota,27,19
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Statistical Area,Chisago County,Minnesota,27,25
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Statistical Area,Dakota County,Minnesota,27,37
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Statistical Area,Hennepin County,Minnesota,27,53
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Statistical Area,Isanti County,Minnesota,27,59
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Statistical Area,Le Sueur County,Minnesota,27,79
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Statistical Area,Mille Lacs County,Minnesota,27,95
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Statistical Area,Ramsey County,Minnesota,27,123
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Statistical Area,Scott County,Minnesota,27,139
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Statistical Area,Sherburne County,Minnesota,27,141
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Statistical Area,Washington County,Minnesota,27,163
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Statistical Area,Wright County,Minnesota,27,171
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Statistical Area,Pierce County,Wisconsin,55,93
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Statistical Area,St. Croix County,Wisconsin,55,109
33500,"Minot, ND",Metropolitan Statistical Area,McHenry County,North Dakota,38,49
33500,"Minot, ND",Metropolitan Statistical Area,Renville County,North Dakota,38,75
33500,"Minot, ND",Metropolitan Statistical Area,Ward County,North Dakota,38,101
33540,"Missoula, MT",Metropolitan Statistical Area,Mineral County,Montana,30,61
33540,"Missoula, MT",Metropolitan Statistical Area,Missoula County,Montana,30,63
33580,"Mitchell, SD",Micropolitan Statistical Area,Davison County,South Dakota,46,35
33580,"Mitchell, SD",Micropolitan Statistical Area,Hanson County,South Dakota,46,61
33580,"Mitchell, SD",Micropolitan Statistical Area,Sanborn County,South Dakota,46,111
33620,"Moberly, MO",Micropolitan Statistical Area,Randolph County,Missouri,29,175
33660,"Mobile, AL",Metropolitan Statistical Area,Mobile County,Alabama,1,97
33700,"Modesto, CA",Metropolitan Statistical Area,Stanislaus County,California,6,99
33740,"Monroe, LA",Metropolitan Statistical Area,Morehouse Parish,Louisiana,22,67
33740,"Monroe, LA",Metropolitan Statistical Area,Ouachita Parish,Louisiana,22,73
33740,"Monroe, LA",Metropolitan Statistical Area,Richland Parish,Louisiana,22,83
33740,"Monroe, LA",Metropolitan Statistical Area,Union Parish,Louisiana,22,111
33780,"Monroe, MI",Metropolitan Statistical Area,Monroe County,Michigan,26,115
33860,"Montgomery, AL",Metropolitan Statistical Area,Autauga County,Alabama,1,1
33860,"Montgomery, AL",Metropolitan Statistical Area,Elmore County,Alabama,1,51
33860,"Montgomery, AL",Metropolitan Statistical Area,Lowndes County,Alabama,1,85
33860,"Montgomery, AL",Metropolitan Statistical Area,Montgomery County,Alabama,1,101
33900,"Monticello, IN",Micropolitan Statistical Area,White County,Indiana,18,181
33910,"Monticello, NY",Micropolitan Statistical Area,Sullivan County,New York,36,105
33940,"Montrose, CO",Micropolitan Statistical Area,Montrose County,Colorado,8,85
33980,"Morehead City, NC",Micropolitan Statistical Area,Carteret County,North Carolina,37,31
34020,"Morgan City, LA",Micropolitan Statistical Area,St. Mary Parish,Louisiana,22,101
34060,"Morgantown, WV",Metropolitan Statistical Area,Monongalia County,West Virginia,54,61
34060,"Morgantown, WV",Metropolitan Statistical Area,Preston County,West Virginia,54,77
34100,"Morristown, TN",Metropolitan Statistical Area,Hamblen County,Tennessee,47,63
34100,"Morristown, TN",Metropolitan Statistical Area,Jefferson County,Tennessee,47,89
34140,"Moscow, ID",Micropolitan Statistical Area,Latah County,Idaho,16,57
34180,"Moses Lake, WA",Micropolitan Statistical Area,Grant County,Washington,53,25
34220,"Moultrie, GA",Micropolitan Statistical Area,Colquitt County,Georgia,13,71
34260,"Mountain Home, AR",Micropolitan Statistical Area,Baxter County,Arkansas,5,5
34300,"Mountain Home, ID",Micropolitan Statistical Area,Elmore County,Idaho,16,39
34340,"Mount Airy, NC",Micropolitan Statistical Area,Surry County,North Carolina,37,171
34380,"Mount Pleasant, MI",Micropolitan Statistical Area,Isabella County,Michigan,26,73
34420,"Mount Pleasant, TX",Micropolitan Statistical Area,Camp County,Texas,48,63
34420,"Mount Pleasant, TX",Micropolitan Statistical Area,Morris County,Texas,48,343
34420,"Mount Pleasant, TX",Micropolitan Statistical Area,Titus County,Texas,48,449
34460,"Mount Sterling, KY",Micropolitan Statistical Area,Bath County,Kentucky,21,11
34460,"Mount Sterling, KY",Micropolitan Statistical Area,Menifee County,Kentucky,21,165
34460,"Mount Sterling, KY",Micropolitan Statistical Area,Montgomery County,Kentucky,21,173
34500,"Mount Vernon, IL",Micropolitan Statistical Area,Jefferson County,Illinois,17,81
34540,"Mount Vernon, OH",Micropolitan Statistical Area,Knox County,Ohio,39,83
34580,"Mount Vernon-Anacortes, WA",Metropolitan Statistical Area,Skagit County,Washington,53,57
34620,"Muncie, IN",Metropolitan Statistical Area,Delaware County,Indiana,18,35
34660,"Murray, KY",Micropolitan Statistical Area,Calloway County,Kentucky,21,35
34680,"Murrells Inlet, SC",Micropolitan Statistical Area,Georgetown County,South Carolina,45,43
34700,"Muscatine, IA",Micropolitan Statistical Area,Muscatine County,Iowa,19,139
34740,"Muskegon-Norton Shores, MI",Metropolitan Statistical Area,Muskegon County,Michigan,26,121
34780,"Muskogee, OK",Micropolitan Statistical Area,Muskogee County,Oklahoma,40,101
34820,"Myrtle Beach-Conway-North Myrtle Beach, SC",Metropolitan Statistical Area,Horry County,South Carolina,45,51
34860,"Nacogdoches, TX",Micropolitan Statistical Area,Nacogdoches County,Texas,48,347
34880,"Nantucket, MA",Micropolitan Statistical Area,Nantucket County,Massachusetts,25,19
34900,"Napa, CA",Metropolitan Statistical Area,Napa County,California,6,55
34940,"Naples-Marco Island, FL",Metropolitan Statistical Area,Collier County,Florida,12,21
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan Statistical Area,Cannon County,Tennessee,47,15
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan Statistical Area,Cheatham County,Tennessee,47,21
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan Statistical Area,Davidson County,Tennessee,47,37
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan Statistical Area,Dickson County,Tennessee,47,43
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan Statistical Area,Hickman County,Tennessee,47,81
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan Statistical Area,Macon County,Tennessee,47,111
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan Statistical Area,Maury County,Tennessee,47,119
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan Statistical Area,Robertson County,Tennessee,47,147
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan Statistical Area,Rutherford County,Tennessee,47,149
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan Statistical Area,Smith County,Tennessee,47,159
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan Statistical Area,Sumner County,Tennessee,47,165
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan Statistical Area,Trousdale County,Tennessee,47,169
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan Statistical Area,Williamson County,Tennessee,47,187
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan Statistical Area,Wilson County,Tennessee,47,189
35020,"Natchez, MS-LA",Micropolitan Statistical Area,Concordia Parish,Louisiana,22,29
35020,"Natchez, MS-LA",Micropolitan Statistical Area,Adams County,Mississippi,28,1
35020,"Natchez, MS-LA",Micropolitan Statistical Area,Jefferson County,Mississippi,28,63
35060,"Natchitoches, LA",Micropolitan Statistical Area,Natchitoches Parish,Louisiana,22,69
35100,"New Bern, NC",Micropolitan Statistical Area,Craven County,North Carolina,37,49
35100,"New Bern, NC",Micropolitan Statistical Area,Jones County,North Carolina,37,103
35100,"New Bern, NC",Micropolitan Statistical Area,Pamlico County,North Carolina,37,137
35140,"Newberry, SC",Micropolitan Statistical Area,Newberry County,South Carolina,45,71
35220,"New Castle, IN",Micropolitan Statistical Area,Henry County,Indiana,18,65
35300,"New Haven, CT",Metropolitan Statistical Area,South Central Connecticut Planning Region,Connecticut,9,170
35340,"New Iberia, LA",Micropolitan Statistical Area,Iberia Parish,Louisiana,22,45
35380,"New Orleans-Metairie, LA",Metropolitan Statistical Area,Jefferson Parish,Louisiana,22,51
35380,"New Orleans-Metairie, LA",Metropolitan Statistical Area,Orleans Parish,Louisiana,22,71
35380,"New Orleans-Metairie, LA",Metropolitan Statistical Area,Plaquemines Parish,Louisiana,22,75
35380,"New Orleans-Metairie, LA",Metropolitan Statistical Area,St. Bernard Parish,Louisiana,22,87
35380,"New Orleans-Metairie, LA",Metropolitan Statistical Area,St. Charles Parish,Louisiana,22,89
35380,"New Orleans-Metairie, LA",Metropolitan Statistical Area,St. James Parish,Louisiana,22,93
35380,"New Orleans-Metairie, LA",Metropolitan Statistical Area,St. John the Baptist Parish,Louisiana,22,95
35420,"New Philadelphia-Dover, OH",Micropolitan Statistical Area,Tuscarawas County,Ohio,39,157
35440,"Newport, OR",Micropolitan Statistical Area,Lincoln County,Oregon,41,41
35460,"Newport, TN",Micropolitan Statistical Area,Cocke County,Tennessee,47,29
35580,"New Ulm, MN",Micropolitan Statistical Area,Brown County,Minnesota,27,15
35620,"New York-Newark-Jersey City, NY-NJ",Metropolitan Statistical Area,Middlesex County,New Jersey,34,23
35620,"New York-Newark-Jersey City, NY-NJ",Metropolitan Statistical Area,Monmouth County,New Jersey,34,25
35620,"New York-Newark-Jersey City, NY-NJ",Metropolitan Statistical Area,Ocean County,New Jersey,34,29
35620,"New York-Newark-Jersey City, NY-NJ",Metropolitan Statistical Area,Somerset County,New Jersey,34,35
35620,"New York-Newark-Jersey City, NY-NJ",Metropolitan Statistical Area,Nassau County,New York,36,59
35620,"New York-Newark-Jersey City, NY-NJ",Metropolitan Statistical Area,Suffolk County,New York,36,103
35620,"New York-Newark-Jersey City, NY-NJ",Metropolitan Statistical Area,Essex County,New Jersey,34,13
35620,"New York-Newark-Jersey City, NY-NJ",Metropolitan Statistical Area,Hunterdon County,New Jersey,34,19
35620,"New York-Newark-Jersey City, NY-NJ",Metropolitan Statistical Area,Morris County,New Jersey,34,27
35620,"New York-Newark-Jersey City, NY-NJ",Metropolitan Statistical Area,Sussex County,New Jersey,34,37
35620,"New York-Newark-Jersey City, NY-NJ",Metropolitan Statistical Area,Union County,New Jersey,34,39
35620,"New York-Newark-Jersey City, NY-NJ",Metropolitan Statistical Area,Bergen County,New Jersey,34,3
35620,"New York-Newark-Jersey City, NY-NJ",Metropolitan Statistical Area,Hudson County,New Jersey,34,17
35620,"New York-Newark-Jersey City, NY-NJ",Metropolitan Statistical Area,Passaic County,New Jersey,34,31
35620,"New York-Newark-Jersey City, NY-NJ",Metropolitan Statistical Area,Bronx County,New York,36,5
35620,"New York-Newark-Jersey City, NY-NJ",Metropolitan Statistical Area,Kings County,New York,36,47
35620,"New York-Newark-Jersey City, NY-NJ",Metropolitan Statistical Area,New York County,New York,36,61
35620,"New York-Newark-Jersey City, NY-NJ",Metropolitan Statistical Area,Putnam County,New York,36,79
35620,"New York-Newark-Jersey City, NY-NJ",Metropolitan Statistical Area,Queens County,New York,36,81
35620,"New York-Newark-Jersey City, NY-NJ",Metropolitan Statistical Area,Richmond County,New York,36,85
35620,"New York-Newark-Jersey City, NY-NJ",Metropolitan Statistical Area,Rockland County,New York,36,87
35620,"New York-Newark-Jersey City, NY-NJ",Metropolitan Statistical Area,Westchester County,New York,36,119
35660,"Niles, MI",Metropolitan Statistical Area,Berrien County,Michigan,26,21
35700,"Nogales, AZ",Micropolitan Statistical Area,Santa Cruz County,Arizona,4,23
35740,"Norfolk, NE",Micropolitan Statistical Area,Madison County,Nebraska,31,119
35740,"Norfolk, NE",Micropolitan Statistical Area,Pierce County,Nebraska,31,139
35740,"Norfolk, NE",Micropolitan Statistical Area,Stanton County,Nebraska,31,167
35820,"North Platte, NE",Micropolitan Statistical Area,Lincoln County,Nebraska,31,111
35820,"North Platte, NE",Micropolitan Statistical Area,Logan County,Nebraska,31,113
35840,"North Port-Bradenton-Sarasota, FL",Metropolitan Statistical Area,Manatee County,Florida,12,81
35840,"North Port-Bradenton-Sarasota, FL",Metropolitan Statistical Area,Sarasota County,Florida,12,115
35900,"North Wilkesboro, NC",Micropolitan Statistical Area,Wilkes County,North Carolina,37,193
35940,"Norwalk, OH",Micropolitan Statistical Area,Huron County,Ohio,39,77
35980,"Norwich-New London-Willimantic, CT",Metropolitan Statistical Area,Southeastern Connecticut Planning Region,Connecticut,9,180
36020,"Oak Harbor, WA",Micropolitan Statistical Area,Island County,Washington,53,29
36100,"Ocala, FL",Metropolitan Statistical Area,Marion County,Florida,12,83
36180,"Ocean Pines, MD",Micropolitan Statistical Area,Worcester County,Maryland,24,47
36220,"Odessa, TX",Metropolitan Statistical Area,Ector County,Texas,48,135
36260,"Ogden, UT",Metropolitan Statistical Area,Davis County,Utah,49,11
36260,"Ogden, UT",Metropolitan Statistical Area,Morgan County,Utah,49,29
36260,"Ogden, UT",Metropolitan Statistical Area,Weber County,Utah,49,57
36340,"Oil City, PA",Micropolitan Statistical Area,Venango County,Pennsylvania,42,121
36380,"Okeechobee, FL",Micropolitan Statistical Area,Okeechobee County,Florida,12,93
36420,"Oklahoma City, OK",Metropolitan Statistical Area,Canadian County,Oklahoma,40,17
36420,"Oklahoma City, OK",Metropolitan Statistical Area,Cleveland County,Oklahoma,40,27
36420,"Oklahoma City, OK",Metropolitan Statistical Area,Grady County,Oklahoma,40,51
36420,"Oklahoma City, OK",Metropolitan Statistical Area,Lincoln County,Oklahoma,40,81
36420,"Oklahoma City, OK",Metropolitan Statistical Area,Logan County,Oklahoma,40,83
36420,"Oklahoma City, OK",Metropolitan Statistical Area,McClain County,Oklahoma,40,87
36420,"Oklahoma City, OK",Metropolitan Statistical Area,Oklahoma County,Oklahoma,40,109
36460,"Olean, NY",Micropolitan Statistical Area,Cattaraugus County,New York,36,9
36500,"Olympia-Lacey-Tumwater, WA",Metropolitan Statistical Area,Thurston County,Washington,53,67
36540,"Omaha, NE-IA",Metropolitan Statistical Area,Harrison County,Iowa,19,85
36540,"Omaha, NE-IA",Metropolitan Statistical Area,Mills County,Iowa,19,129
36540,"Omaha, NE-IA",Metropolitan Statistical Area,Pottawattamie County,Iowa,19,155
36540,"Omaha, NE-IA",Metropolitan Statistical Area,Cass County,Nebraska,31,25
36540,"Omaha, NE-IA",Metropolitan Statistical Area,Douglas County,Nebraska,31,55
36540,"Omaha, NE-IA",Metropolitan Statistical Area,Sarpy County,Nebraska,31,153
36540,"Omaha, NE-IA",Metropolitan Statistical Area,Saunders County,Nebraska,31,155
36540,"Omaha, NE-IA",Metropolitan Statistical Area,Washington County,Nebraska,31,177
36580,"Oneonta, NY",Micropolitan Statistical Area,Otsego County,New York,36,77
36620,"Ontario, OR-ID",Micropolitan Statistical Area,Payette County,Idaho,16,75
36620,"Ontario, OR-ID",Micropolitan Statistical Area,Malheur County,Oregon,41,45
36660,"Opelousas, LA",Micropolitan Statistical Area,St. Landry Parish,Louisiana,22,97
36700,"Orangeburg, SC",Micropolitan Statistical Area,Orangeburg County,South Carolina,45,75
36740,"Orlando-Kissimmee-Sanford, FL",Metropolitan Statistical Area,Lake County,Florida,12,69
36740,"Orlando-Kissimmee-Sanford, FL",Metropolitan Statistical Area,Orange County,Florida,12,95
36740,"Orlando-Kissimmee-Sanford, FL",Metropolitan Statistical Area,Osceola County,Florida,12,97
36740,"Orlando-Kissimmee-Sanford, FL",Metropolitan Statistical Area,Seminole County,Florida,12,117
36780,"Oshkosh-Neenah, WI",Metropolitan Statistical Area,Winnebago County,Wisconsin,55,139
36820,"Oskaloosa, IA",Micropolitan Statistical Area,Mahaska County,Iowa,19,123
36830,"Othello, WA",Micropolitan Statistical Area,Adams County,Washington,53,1
36837,"Ottawa, IL",Micropolitan Statistical Area,Bureau County,Illinois,17,11
36837,"Ottawa, IL",Micropolitan Statistical Area,LaSalle County,Illinois,17,99
36837,"Ottawa, IL",Micropolitan Statistical Area,Putnam County,Illinois,17,155
36840,"Ottawa, KS",Micropolitan Statistical Area,Franklin County,Kansas,20,59
36900,"Ottumwa, IA",Micropolitan Statistical Area,Wapello County,Iowa,19,179
36940,"Owatonna, MN",Micropolitan Statistical Area,Steele County,Minnesota,27,147
36980,"Owensboro, KY",Metropolitan Statistical Area,Daviess County,Kentucky,21,59
36980,"Owensboro, KY",Metropolitan Statistical Area,McLean County,Kentucky,21,149
37020,"Owosso, MI",Micropolitan Statistical Area,Shiawassee County,Michigan,26,155
37060,"Oxford, MS",Micropolitan Statistical Area,Lafayette County,Mississippi,28,71
37060,"Oxford, MS",Micropolitan Statistical Area,Yalobusha County,Mississippi,28,161
37100,"Oxnard-Thousand Oaks-Ventura, CA",Metropolitan Statistical Area,Ventura County,California,6,111
37120,"Ozark, AL",Micropolitan Statistical Area,Dale County,Alabama,1,45
37140,"Paducah, KY-IL",Metropolitan Statistical Area,Massac County,Illinois,17,127
37140,"Paducah, KY-IL",Metropolitan Statistical Area,Ballard County,Kentucky,21,7
37140,"Paducah, KY-IL",Metropolitan Statistical Area,Carlisle County,Kentucky,21,39
37140,"Paducah, KY-IL",Metropolitan Statistical Area,Livingston County,Kentucky,21,139
37140,"Paducah, KY-IL",Metropolitan Statistical Area,McCracken County,Kentucky,21,145
37220,"Pahrump, NV",Micropolitan Statistical Area,Nye County,Nevada,32,23
37260,"Palatka, FL",Micropolitan Statistical Area,Putnam County,Florida,12,107
37300,"Palestine, TX",Micropolitan Statistical Area,Anderson County,Texas,48,1
37340,"Palm Bay-Melbourne-Titusville, FL",Metropolitan Statistical Area,Brevard County,Florida,12,9
37420,"Pampa, TX",Micropolitan Statistical Area,Gray County,Texas,48,179
37420,"Pampa, TX",Micropolitan Statistical Area,Roberts County,Texas,48,393
37460,"Panama City-Panama City Beach, FL",Metropolitan Statistical Area,Bay County,Florida,12,5
37460,"Panama City-Panama City Beach, FL",Metropolitan Statistical Area,Washington County,Florida,12,133
37500,"Paragould, AR",Micropolitan Statistical Area,Greene County,Arkansas,5,55
37540,"Paris, TN",Micropolitan Statistical Area,Henry County,Tennessee,47,79
37580,"Paris, TX",Micropolitan Statistical Area,Lamar County,Texas,48,277
37580,"Paris, TX",Micropolitan Statistical Area,Red River County,Texas,48,387
37620,"Parkersburg-Vienna, WV",Metropolitan Statistical Area,Wirt County,West Virginia,54,105
37620,"Parkersburg-Vienna, WV",Metropolitan Statistical Area,Wood County,West Virginia,54,107
37740,"Payson, AZ",Micropolitan Statistical Area,Gila County,Arizona,4,7
37800,"Pella, IA",Micropolitan Statistical Area,Marion County,Iowa,19,125
37860,"Pensacola-Ferry Pass-Brent, FL",Metropolitan Statistical Area,Escambia County,Florida,12,33
37860,"Pensacola-Ferry Pass-Brent, FL",Metropolitan Statistical Area,Santa Rosa County,Florida,12,113
37900,"Peoria, IL",Metropolitan Statistical Area,Marshall County,Illinois,17,123
37900,"Peoria, IL",Metropolitan Statistical Area,Peoria County,Illinois,17,143
37900,"Peoria, IL",Metropolitan Statistical Area,Stark County,Illinois,17,175
37900,"Peoria, IL",Metropolitan Statistical Area,Tazewell County,Illinois,17,179
37900,"Peoria, IL",Metropolitan Statistical Area,Woodford County,Illinois,17,203
37940,"Peru, IN",Micropolitan Statistical Area,Miami County,Indiana,18,103
37950,"Petoskey, MI",Micropolitan Statistical Area,Emmet County,Michigan,26,47
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Metropolitan Statistical Area,Burlington County,New Jersey,34,5
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Metropolitan Statistical Area,Camden County,New Jersey,34,7
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Metropolitan Statistical Area,Gloucester County,New Jersey,34,15
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Metropolitan Statistical Area,Bucks County,Pennsylvania,42,17
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Metropolitan Statistical Area,Chester County,Pennsylvania,42,29
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Metropolitan Statistical Area,Montgomery County,Pennsylvania,42,91
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Metropolitan Statistical Area,Delaware County,Pennsylvania,42,45
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Metropolitan Statistical Area,Philadelphia County,Pennsylvania,42,101
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Metropolitan Statistical Area,New Castle County,Delaware,10,3
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Metropolitan Statistical Area,Cecil County,Maryland,24,15
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Metropolitan Statistical Area,Salem County,New Jersey,34,33
38060,"Phoenix-Mesa-Chandler, AZ",Metropolitan Statistical Area,Maricopa County,Arizona,4,13
38060,"Phoenix-Mesa-Chandler, AZ",Metropolitan Statistical Area,Pinal County,Arizona,4,21
38100,"Picayune, MS",Micropolitan Statistical Area,Pearl River County,Mississippi,28,109
38180,"Pierre, SD",Micropolitan Statistical Area,Hughes County,South Dakota,46,65
38180,"Pierre, SD",Micropolitan Statistical Area,Stanley County,South Dakota,46,117
38210,"Pikeville, KY",Micropolitan Statistical Area,Floyd County,Kentucky,21,71
38210,"Pikeville, KY",Micropolitan Statistical Area,Pike County,Kentucky,21,195
38220,"Pine Bluff, AR",Micropolitan Statistical Area,Cleveland County,Arkansas,5,25
38220,"Pine Bluff, AR",Micropolitan Statistical Area,Jefferson County,Arkansas,5,69
38240,"Pinehurst-Southern Pines, NC",Metropolitan Statistical Area,Moore County,North Carolina,37,125
38260,"Pittsburg, KS",Micropolitan Statistical Area,Crawford County,Kansas,20,37
38300,"Pittsburgh, PA",Metropolitan Statistical Area,Allegheny County,Pennsylvania,42,3
38300,"Pittsburgh, PA",Metropolitan Statistical Area,Armstrong County,Pennsylvania,42,5
38300,"Pittsburgh, PA",Metropolitan Statistical Area,Beaver County,Pennsylvania,42,7
