CBSA_Code,CBSA_Title,CBSA_Type,County,State,FIPS_State,FIPS_County
38300,"Pittsburgh, PA",Metropolitan Statistical Area,Butler County,Pennsylvania,42,19
38300,"Pittsburgh, PA",Metropolitan Statistical Area,Fayette County,Pennsylvania,42,51
38300,"Pittsburgh, PA",Metropolitan Statistical Area,Lawrence County,Pennsylvania,42,73
38300,"Pittsburgh, PA",Metropolitan Statistical Area,Washington County,Pennsylvania,42,125
38300,"Pittsburgh, PA",Metropolitan Statistical Area,Westmoreland County,Pennsylvania,42,129
38340,"Pittsfield, MA",Metropolitan Statistical Area,Berkshire County,Massachusetts,25,3
38380,"Plainview, TX",Micropolitan Statistical Area,Floyd County,Texas,48,153
38380,"Plainview, TX",Micropolitan Statistical Area,Hale County,Texas,48,189
38420,"Platteville, WI",Micropolitan Statistical Area,Grant County,Wisconsin,55,43
38460,"Plattsburgh, NY",Micropolitan Statistical Area,Clinton County,New York,36,19
38500,"Plymouth, IN",Micropolitan Statistical Area,Marshall County,Indiana,18,99
38540,"Pocatello, ID",Metropolitan Statistical Area,Bannock County,Idaho,16,5
38620,"Ponca City, OK",Micropolitan Statistical Area,Kay County,Oklahoma,40,71
38660,"Ponce, PR",Metropolitan Statistical Area,Guayanilla Municipio,Puerto Rico,72,59
38660,"Ponce, PR",Metropolitan Statistical Area,Juana Díaz Municipio,Puerto Rico,72,75
38660,"Ponce, PR",Metropolitan Statistical Area,Peñuelas Municipio,Puerto Rico,72,111
38660,"Ponce, PR",Metropolitan Statistical Area,Ponce Municipio,Puerto Rico,72,113
38660,"Ponce, PR",Metropolitan Statistical Area,Villalba Municipio,Puerto Rico,72,149
38660,"Ponce, PR",Metropolitan Statistical Area,Yauco Municipio,Puerto Rico,72,153
38700,"Pontiac, IL",Micropolitan Statistical Area,Livingston County,Illinois,17,105
38740,"Poplar Bluff, MO",Micropolitan Statistical Area,Butler County,Missouri,29,23
38820,"Port Angeles, WA",Micropolitan Statistical Area,Clallam County,Washington,53,9
38860,"Portland-South Portland, ME",Metropolitan Statistical Area,Cumberland County,Maine,23,5
38860,"Portland-South Portland, ME",Metropolitan Statistical Area,Sagadahoc County,Maine,23,23
38860,"Portland-South Portland, ME",Metropolitan Statistical Area,York County,Maine,23,31
38900,"Portland-Vancouver-Hillsboro, OR-WA",Metropolitan Statistical Area,Clackamas County,Oregon,41,5
38900,"Portland-Vancouver-Hillsboro, OR-WA",Metropolitan Statistical Area,Columbia County,Oregon,41,9
38900,"Portland-Vancouver-Hillsboro, OR-WA",Metropolitan Statistical Area,Multnomah County,Oregon,41,51
38900,"Portland-Vancouver-Hillsboro, OR-WA",Metropolitan Statistical Area,Washington County,Oregon,41,67
38900,"Portland-Vancouver-Hillsboro, OR-WA",Metropolitan Statistical Area,Yamhill County,Oregon,41,71
38900,"Portland-Vancouver-Hillsboro, OR-WA",Metropolitan Statistical Area,Clark County,Washington,53,11
38900,"Portland-Vancouver-Hillsboro, OR-WA",Metropolitan Statistical Area,Skamania County,Washington,53,59
38920,"Port Lavaca, TX",Micropolitan Statistical Area,Calhoun County,Texas,48,57
38940,"Port St. Lucie, FL",Metropolitan Statistical Area,Martin County,Florida,12,85
38940,"Port St. Lucie, FL",Metropolitan Statistical Area,St. Lucie County,Florida,12,111
39020,"Portsmouth, OH",Micropolitan Statistical Area,Scioto County,Ohio,39,145
39040,"Port Townsend, WA",Micropolitan Statistical Area,Jefferson County,Washington,53,31
39060,"Pottsville, PA",Micropolitan Statistical Area,Schuylkill County,Pennsylvania,42,107
39150,"Prescott Valley-Prescott, AZ",Metropolitan Statistical Area,Yavapai County,Arizona,4,25
39220,"Price, UT",Micropolitan Statistical Area,Carbon County,Utah,49,7
39300,"Providence-Warwick, RI-MA",Metropolitan Statistical Area,Bristol County,Massachusetts,25,5
39300,"Providence-Warwick, RI-MA",Metropolitan Statistical Area,Bristol County,Rhode Island,44,1
39300,"Providence-Warwick, RI-MA",Metropolitan Statistical Area,Kent County,Rhode Island,44,3
39300,"Providence-Warwick, RI-MA",Metropolitan Statistical Area,Newport County,Rhode Island,44,5
39300,"Providence-Warwick, RI-MA",Metropolitan Statistical Area,Providence County,Rhode Island,44,7
39300,"Providence-Warwick, RI-MA",Metropolitan Statistical Area,Washington County,Rhode Island,44,9
39340,"Provo-Orem-Lehi, UT",Metropolitan Statistical Area,Juab County,Utah,49,23
39340,"Provo-Orem-Lehi, UT",Metropolitan Statistical Area,Utah County,Utah,49,49
39380,"Pueblo, CO",Metropolitan Statistical Area,Pueblo County,Colorado,8,101
39420,"Pullman, WA",Micropolitan Statistical Area,Whitman County,Washington,53,75
39460,"Punta Gorda, FL",Metropolitan Statistical Area,Charlotte County,Florida,12,15
39480,"Putnam, CT",Micropolitan Statistical Area,Northeastern Connecticut Planning Region,Connecticut,9,150
39500,"Quincy, IL-MO",Micropolitan Statistical Area,Adams County,Illinois,17,1
39500,"Quincy, IL-MO",Micropolitan Statistical Area,Lewis County,Missouri,29,111
39540,"Racine-Mount Pleasant, WI",Metropolitan Statistical Area,Racine County,Wisconsin,55,101
39580,"Raleigh-Cary, NC",Metropolitan Statistical Area,Franklin County,North Carolina,37,69
39580,"Raleigh-Cary, NC",Metropolitan Statistical Area,Johnston County,North Carolina,37,101
39580,"Raleigh-Cary, NC",Metropolitan Statistical Area,Wake County,North Carolina,37,183
39660,"Rapid City, SD",Metropolitan Statistical Area,Custer County,South Dakota,46,33
39660,"Rapid City, SD",Metropolitan Statistical Area,Meade County,South Dakota,46,93
39660,"Rapid City, SD",Metropolitan Statistical Area,Pennington County,South Dakota,46,103
39700,"Raymondville, TX",Micropolitan Statistical Area,Willacy County,Texas,48,489
39740,"Reading, PA",Metropolitan Statistical Area,Berks County,Pennsylvania,42,11
39780,"Red Bluff, CA",Micropolitan Statistical Area,Tehama County,California,6,103
39820,"Redding, CA",Metropolitan Statistical Area,Shasta County,California,6,89
39860,"Red Wing, MN",Micropolitan Statistical Area,Goodhue County,Minnesota,27,49
39900,"Reno, NV",Metropolitan Statistical Area,Lyon County,Nevada,32,19
39900,"Reno, NV",Metropolitan Statistical Area,Storey County,Nevada,32,29
39900,"Reno, NV",Metropolitan Statistical Area,Washoe County,Nevada,32,31
39940,"Rexburg, ID",Micropolitan Statistical Area,Fremont County,Idaho,16,43
39940,"Rexburg, ID",Micropolitan Statistical Area,Madison County,Idaho,16,65
39960,"Rice Lake, WI",Micropolitan Statistical Area,Barron County,Wisconsin,55,5
39980,"Richmond, IN",Micropolitan Statistical Area,Wayne County,Indiana,18,177
40060,"Richmond, VA",Metropolitan Statistical Area,Amelia County,Virginia,51,7
40060,"Richmond, VA",Metropolitan Statistical Area,Charles City County,Virginia,51,36
40060,"Richmond, VA",Metropolitan Statistical Area,Chesterfield County,Virginia,51,41
40060,"Richmond, VA",Metropolitan Statistical Area,Dinwiddie County,Virginia,51,53
40060,"Richmond, VA",Metropolitan Statistical Area,Goochland County,Virginia,51,75
40060,"Richmond, VA",Metropolitan Statistical Area,Hanover County,Virginia,51,85
40060,"Richmond, VA",Metropolitan Statistical Area,Henrico County,Virginia,51,87
40060,"Richmond, VA",Metropolitan Statistical Area,King and Queen County,Virginia,51,97
40060,"Richmond, VA",Metropolitan Statistical Area,King William County,Virginia,51,101
40060,"Richmond, VA",Metropolitan Statistical Area,New Kent County,Virginia,51,127
40060,"Richmond, VA",Metropolitan Statistical Area,Powhatan County,Virginia,51,145
40060,"Richmond, VA",Metropolitan Statistical Area,Prince George County,Virginia,51,149
40060,"Richmond, VA",Metropolitan Statistical Area,Sussex County,Virginia,51,183
40060,"Richmond, VA",Metropolitan Statistical Area,Colonial Heights city,Virginia,51,570
40060,"Richmond, VA",Metropolitan Statistical Area,Hopewell city,Virginia,51,670
40060,"Richmond, VA",Metropolitan Statistical Area,Petersburg city,Virginia,51,730
40060,"Richmond, VA",Metropolitan Statistical Area,Richmond city,Virginia,51,760
40080,"Richmond-Berea, KY",Micropolitan Statistical Area,Estill County,Kentucky,21,65
40080,"Richmond-Berea, KY",Micropolitan Statistical Area,Madison County,Kentucky,21,151
40080,"Richmond-Berea, KY",Micropolitan Statistical Area,Rockcastle County,Kentucky,21,203
40090,"Rifle, CO",Micropolitan Statistical Area,Garfield County,Colorado,8,45
40090,"Rifle, CO",Micropolitan Statistical Area,Pitkin County,Colorado,8,97
40100,"Rio Grande City-Roma, TX",Micropolitan Statistical Area,Starr County,Texas,48,427
40140,"Riverside-San Bernardino-Ontario, CA",Metropolitan Statistical Area,Riverside County,California,6,65
40140,"Riverside-San Bernardino-Ontario, CA",Metropolitan Statistical Area,San Bernardino County,California,6,71
40180,"Riverton, WY",Micropolitan Statistical Area,Fremont County,Wyoming,56,13
40220,"Roanoke, VA",Metropolitan Statistical Area,Botetourt County,Virginia,51,23
40220,"Roanoke, VA",Metropolitan Statistical Area,Craig County,Virginia,51,45
40220,"Roanoke, VA",Metropolitan Statistical Area,Franklin County,Virginia,51,67
40220,"Roanoke, VA",Metropolitan Statistical Area,Roanoke County,Virginia,51,161
40220,"Roanoke, VA",Metropolitan Statistical Area,Roanoke city,Virginia,51,770
40220,"Roanoke, VA",Metropolitan Statistical Area,Salem city,Virginia,51,775
40260,"Roanoke Rapids, NC",Micropolitan Statistical Area,Halifax County,North Carolina,37,83
40260,"Roanoke Rapids, NC",Micropolitan Statistical Area,Northampton County,North Carolina,37,131
40300,"Rochelle, IL",Micropolitan Statistical Area,Ogle County,Illinois,17,141
40340,"Rochester, MN",Metropolitan Statistical Area,Dodge County,Minnesota,27,39
40340,"Rochester, MN",Metropolitan Statistical Area,Fillmore County,Minnesota,27,45
40340,"Rochester, MN",Metropolitan Statistical Area,Olmsted County,Minnesota,27,109
40340,"Rochester, MN",Metropolitan Statistical Area,Wabasha County,Minnesota,27,157
40380,"Rochester, NY",Metropolitan Statistical Area,Livingston County,New York,36,51
40380,"Rochester, NY",Metropolitan Statistical Area,Monroe County,New York,36,55
40380,"Rochester, NY",Metropolitan Statistical Area,Ontario County,New York,36,69
40380,"Rochester, NY",Metropolitan Statistical Area,Orleans County,New York,36,73
40380,"Rochester, NY",Metropolitan Statistical Area,Wayne County,New York,36,117
40420,"Rockford, IL",Metropolitan Statistical Area,Boone County,Illinois,17,7
40420,"Rockford, IL",Metropolitan Statistical Area,Winnebago County,Illinois,17,201
40460,"Rockingham, NC",Micropolitan Statistical Area,Richmond County,North Carolina,37,153
40540,"Rock Springs, WY",Micropolitan Statistical Area,Sweetwater County,Wyoming,56,37
40580,"Rocky Mount, NC",Metropolitan Statistical Area,Edgecombe County,North Carolina,37,65
40580,"Rocky Mount, NC",Metropolitan Statistical Area,Nash County,North Carolina,37,127
40620,"Rolla, MO",Micropolitan Statistical Area,Phelps County,Missouri,29,161
40660,"Rome, GA",Metropolitan Statistical Area,Floyd County,Georgia,13,115
40700,"Roseburg, OR",Micropolitan Statistical Area,Douglas County,Oregon,41,19
40740,"Roswell, NM",Micropolitan Statistical Area,Chaves County,New Mexico,35,5
40760,"Ruidoso, NM",Micropolitan Statistical Area,Lincoln County,New Mexico,35,27
40770,"Russellville, AL",Micropolitan Statistical Area,Franklin County,Alabama,1,59
40780,"Russellville, AR",Micropolitan Statistical Area,Pope County,Arkansas,5,115
40780,"Russellville, AR",Micropolitan Statistical Area,Yell County,Arkansas,5,149
40820,"Ruston, LA",Micropolitan Statistical Area,Lincoln Parish,Louisiana,22,61
40860,"Rutland, VT",Micropolitan Statistical Area,Rutland County,Vermont,50,21
40900,"Sacramento-Roseville-Folsom, CA",Metropolitan Statistical Area,El Dorado County,California,6,17
40900,"Sacramento-Roseville-Folsom, CA",Metropolitan Statistical Area,Placer County,California,6,61
40900,"Sacramento-Roseville-Folsom, CA",Metropolitan Statistical Area,Sacramento County,California,6,67
40900,"Sacramento-Roseville-Folsom, CA",Metropolitan Statistical Area,Yolo County,California,6,113
40940,"Safford, AZ",Micropolitan Statistical Area,Graham County,Arizona,4,9
40980,"Saginaw, MI",Metropolitan Statistical Area,Saginaw County,Michigan,26,145
41060,"St. Cloud, MN",Metropolitan Statistical Area,Benton County,Minnesota,27,9
41060,"St. Cloud, MN",Metropolitan Statistical Area,Stearns County,Minnesota,27,145
41100,"St. George, UT",Metropolitan Statistical Area,Washington County,Utah,49,53
41140,"St. Joseph, MO-KS",Metropolitan Statistical Area,Doniphan County,Kansas,20,43
41140,"St. Joseph, MO-KS",Metropolitan Statistical Area,Andrew County,Missouri,29,3
41140,"St. Joseph, MO-KS",Metropolitan Statistical Area,Buchanan County,Missouri,29,21
41140,"St. Joseph, MO-KS",Metropolitan Statistical Area,DeKalb County,Missouri,29,63
41180,"St. Louis, MO-IL",Metropolitan Statistical Area,Bond County,Illinois,17,5
41180,"St. Louis, MO-IL",Metropolitan Statistical Area,Calhoun County,Illinois,17,13
41180,"St. Louis, MO-IL",Metropolitan Statistical Area,Clinton County,Illinois,17,27
41180,"St. Louis, MO-IL",Metropolitan Statistical Area,Jersey County,Illinois,17,83
41180,"St. Louis, MO-IL",Metropolitan Statistical Area,Macoupin County,Illinois,17,117
41180,"St. Louis, MO-IL",Metropolitan Statistical Area,Madison County,Illinois,17,119
41180,"St. Louis, MO-IL",Metropolitan Statistical Area,Monroe County,Illinois,17,133
41180,"St. Louis, MO-IL",Metropolitan Statistical Area,St. Clair County,Illinois,17,163
41180,"St. Louis, MO-IL",Metropolitan Statistical Area,Franklin County,Missouri,29,71
41180,"St. Louis, MO-IL",Metropolitan Statistical Area,Jefferson County,Missouri,29,99
41180,"St. Louis, MO-IL",Metropolitan Statistical Area,Lincoln County,Missouri,29,113
41180,"St. Louis, MO-IL",Metropolitan Statistical Area,St. Charles County,Missouri,29,183
41180,"St. Louis, MO-IL",Metropolitan Statistical Area,St. Louis County,Missouri,29,189
41180,"St. Louis, MO-IL",Metropolitan Statistical Area,Warren County,Missouri,29,219
41180,"St. Louis, MO-IL",Metropolitan Statistical Area,St. Louis city,Missouri,29,510
41260,"St. Marys, PA",Micropolitan Statistical Area,Elk County,Pennsylvania,42,47
41400,"Salem, OH",Micropolitan Statistical Area,Columbiana County,Ohio,39,29
41420,"Salem, OR",Metropolitan Statistical Area,Marion County,Oregon,41,47
41420,"Salem, OR",Metropolitan Statistical Area,Polk County,Oregon,41,53
41460,"Salina, KS",Micropolitan Statistical Area,Ottawa County,Kansas,20,143
41460,"Salina, KS",Micropolitan Statistical Area,Saline County,Kansas,20,169
41500,"Salinas, CA",Metropolitan Statistical Area,Monterey County,California,6,53
41540,"Salisbury, MD",Metropolitan Statistical Area,Somerset County,Maryland,24,39
41540,"Salisbury, MD",Metropolitan Statistical Area,Wicomico County,Maryland,24,45
41620,"Salt Lake City-Murray, UT",Metropolitan Statistical Area,Salt Lake County,Utah,49,35
41620,"Salt Lake City-Murray, UT",Metropolitan Statistical Area,Tooele County,Utah,49,45
41660,"San Angelo, TX",Metropolitan Statistical Area,Irion County,Texas,48,235
41660,"San Angelo, TX",Metropolitan Statistical Area,Tom Green County,Texas,48,451
41700,"San Antonio-New Braunfels, TX",Metropolitan Statistical Area,Atascosa County,Texas,48,13
41700,"San Antonio-New Braunfels, TX",Metropolitan Statistical Area,Bandera County,Texas,48,19
41700,"San Antonio-New Braunfels, TX",Metropolitan Statistical Area,Bexar County,Texas,48,29
41700,"San Antonio-New Braunfels, TX",Metropolitan Statistical Area,Comal County,Texas,48,91
41700,"San Antonio-New Braunfels, TX",Metropolitan Statistical Area,Guadalupe County,Texas,48,187
41700,"San Antonio-New Braunfels, TX",Metropolitan Statistical Area,Kendall County,Texas,48,259
41700,"San Antonio-New Braunfels, TX",Metropolitan Statistical Area,Medina County,Texas,48,325
41700,"San Antonio-New Braunfels, TX",Metropolitan Statistical Area,Wilson County,Texas,48,493
41740,"San Diego-Chula Vista-Carlsbad, CA",Metropolitan Statistical Area,San Diego County,California,6,73
41760,"Sandpoint, ID",Micropolitan Statistical Area,Bonner County,Idaho,16,17
41780,"Sandusky, OH",Metropolitan Statistical Area,Erie County,Ohio,39,43
41780,"Sandusky, OH",Metropolitan Statistical Area,Ottawa County,Ohio,39,123
41820,"Sanford, NC",Micropolitan Statistical Area,Lee County,North Carolina,37,105
41860,"San Francisco-Oakland-Fremont, CA",Metropolitan Statistical Area,Alameda County,California,6,1
41860,"San Francisco-Oakland-Fremont, CA",Metropolitan Statistical Area,Contra Costa County,California,6,13
41860,"San Francisco-Oakland-Fremont, CA",Metropolitan Statistical Area,San Francisco County,California,6,75
41860,"San Francisco-Oakland-Fremont, CA",Metropolitan Statistical Area,San Mateo County,California,6,81
41860,"San Francisco-Oakland-Fremont, CA",Metropolitan Statistical Area,Marin County,California,6,41
41940,"San Jose-Sunnyvale-Santa Clara, CA",Metropolitan Statistical Area,San Benito County,California,6,69
41940,"San Jose-Sunnyvale-Santa Clara, CA",Metropolitan Statistical Area,Santa Clara County,California,6,85
41980,"San Juan-Bayamón-Caguas, PR",Metropolitan Statistical Area,Aguas Buenas Municipio,Puerto Rico,72,7
41980,"San Juan-Bayamón-Caguas, PR",Metropolitan Statistical Area,Aibonito Municipio,Puerto Rico,72,9
41980,"San Juan-Bayamón-Caguas, PR",Metropolitan Statistical Area,Barceloneta Municipio,Puerto Rico,72,17
41980,"San Juan-Bayamón-Caguas, PR",Metropolitan Statistical Area,Barranquitas Municipio,Puerto Rico,72,19
41980,"San Juan-Bayamón-Caguas, PR",Metropolitan Statistical Area,Bayamón Municipio,Puerto Rico,72,21
41980,"San Juan-Bayamón-Caguas, PR",Metropolitan Statistical Area,Caguas Municipio,Puerto Rico,72,25
41980,"San Juan-Bayamón-Caguas, PR",Metropolitan Statistical Area,Canóvanas Municipio,Puerto Rico,72,29
41980,"San Juan-Bayamón-Caguas, PR",Metropolitan Statistical Area,Carolina Municipio,Puerto Rico,72,31
41980,"San Juan-Bayamón-Caguas, PR",Metropolitan Statistical Area,Cataño Municipio,Puerto Rico,72,33
41980,"San Juan-Bayamón-Caguas, PR",Metropolitan Statistical Area,Cayey Municipio,Puerto Rico,72,35
41980,"San Juan-Bayamón-Caguas, PR",Metropolitan Statistical Area,Ceiba Municipio,Puerto Rico,72,37
41980,"San Juan-Bayamón-Caguas, PR",Metropolitan Statistical Area,Ciales Municipio,Puerto Rico,72,39
41980,"San Juan-Bayamón-Caguas, PR",Metropolitan Statistical Area,Cidra Municipio,Puerto Rico,72,41
41980,"San Juan-Bayamón-Caguas, PR",Metropolitan Statistical Area,Comerío Municipio,Puerto Rico,72,45
41980,"San Juan-Bayamón-Caguas, PR",Metropolitan Statistical Area,Corozal Municipio,Puerto Rico,72,47
41980,"San Juan-Bayamón-Caguas, PR",Metropolitan Statistical Area,Dorado Municipio,Puerto Rico,72,51
41980,"San Juan-Bayamón-Caguas, PR",Metropolitan Statistical Area,Fajardo Municipio,Puerto Rico,72,53
41980,"San Juan-Bayamón-Caguas, PR",Metropolitan Statistical Area,Florida Municipio,Puerto Rico,72,54
41980,"San Juan-Bayamón-Caguas, PR",Metropolitan Statistical Area,Guaynabo Municipio,Puerto Rico,72,61
41980,"San Juan-Bayamón-Caguas, PR",Metropolitan Statistical Area,Gurabo Municipio,Puerto Rico,72,63
41980,"San Juan-Bayamón-Caguas, PR",Metropolitan Statistical Area,Humacao Municipio,Puerto Rico,72,69
41980,"San Juan-Bayamón-Caguas, PR",Metropolitan Statistical Area,Juncos Municipio,Puerto Rico,72,77
41980,"San Juan-Bayamón-Caguas, PR",Metropolitan Statistical Area,Las Piedras Municipio,Puerto Rico,72,85
41980,"San Juan-Bayamón-Caguas, PR",Metropolitan Statistical Area,Loíza Municipio,Puerto Rico,72,87
41980,"San Juan-Bayamón-Caguas, PR",Metropolitan Statistical Area,Luquillo Municipio,Puerto Rico,72,89
41980,"San Juan-Bayamón-Caguas, PR",Metropolitan Statistical Area,Manatí Municipio,Puerto Rico,72,91
41980,"San Juan-Bayamón-Caguas, PR",Metropolitan Statistical Area,Maunabo Municipio,Puerto Rico,72,95
41980,"San Juan-Bayamón-Caguas, PR",Metropolitan Statistical Area,Morovis Municipio,Puerto Rico,72,101
41980,"San Juan-Bayamón-Caguas, PR",Metropolitan Statistical Area,Naguabo Municipio,Puerto Rico,72,103
41980,"San Juan-Bayamón-Caguas, PR",Metropolitan Statistical Area,Naranjito Municipio,Puerto Rico,72,105
41980,"San Juan-Bayamón-Caguas, PR",Metropolitan Statistical Area,Orocovis Municipio,Puerto Rico,72,107
41980,"San Juan-Bayamón-Caguas, PR",Metropolitan Statistical Area,Río Grande Municipio,Puerto Rico,72,119
41980,"San Juan-Bayamón-Caguas, PR",Metropolitan Statistical Area,San Juan Municipio,Puerto Rico,72,127
41980,"San Juan-Bayamón-Caguas, PR",Metropolitan Statistical Area,San Lorenzo Municipio,Puerto Rico,72,129
41980,"San Juan-Bayamón-Caguas, PR",Metropolitan Statistical Area,Toa Alta Municipio,Puerto Rico,72,135
41980,"San Juan-Bayamón-Caguas, PR",Metropolitan Statistical Area,Toa Baja Municipio,Puerto Rico,72,137
41980,"San Juan-Bayamón-Caguas, PR",Metropolitan Statistical Area,Trujillo Alto Municipio,Puerto Rico,72,139
41980,"San Juan-Bayamón-Caguas, PR",Metropolitan Statistical Area,Vega Alta Municipio,Puerto Rico,72,143
41980,"San Juan-Bayamón-Caguas, PR",Metropolitan Statistical Area,Vega Baja Municipio,Puerto Rico,72,145
41980,"San Juan-Bayamón-Caguas, PR",Metropolitan Statistical Area,Yabucoa Municipio,Puerto Rico,72,151
42020,"San Luis Obispo-Paso Robles, CA",Metropolitan Statistical Area,San Luis Obispo County,California,6,79
42100,"Santa Cruz-Watsonville, CA",Metropolitan Statistical Area,Santa Cruz County,California,6,87
42140,"Santa Fe, NM",Metropolitan Statistical Area,Santa Fe County,New Mexico,35,49
42200,"Santa Maria-Santa Barbara, CA",Metropolitan Statistical Area,Santa Barbara County,California,6,83
42220,"Santa Rosa-Petaluma, CA",Metropolitan Statistical Area,Sonoma County,California,6,97
42300,"Sault Ste. Marie, MI",Micropolitan Statistical Area,Chippewa County,Michigan,26,33
42340,"Savannah, GA",Metropolitan Statistical Area,Bryan County,Georgia,13,29
42340,"Savannah, GA",Metropolitan Statistical Area,Chatham County,Georgia,13,51
42340,"Savannah, GA",Metropolitan Statistical Area,Effingham County,Georgia,13,103
42380,"Sayre, PA",Micropolitan Statistical Area,Bradford County,Pennsylvania,42,15
42420,"Scottsbluff, NE",Micropolitan Statistical Area,Banner County,Nebraska,31,7
42420,"Scottsbluff, NE",Micropolitan Statistical Area,Scotts Bluff County,Nebraska,31,157
42460,"Scottsboro, AL",Micropolitan Statistical Area,Jackson County,Alabama,1,71
42540,"Scranton--Wilkes-Barre, PA",Metropolitan Statistical Area,Lackawanna County,Pennsylvania,42,69
42540,"Scranton--Wilkes-Barre, PA",Metropolitan Statistical Area,Luzerne County,Pennsylvania,42,79
42540,"Scranton--Wilkes-Barre, PA",Metropolitan Statistical Area,Wyoming County,Pennsylvania,42,131
42580,"Seaford, DE",Micropolitan Statistical Area,Sussex County,Delaware,10,5
42620,"Searcy, AR",Micropolitan Statistical Area,White County,Arkansas,5,145
42660,"Seattle-Tacoma-Bellevue, WA",Metropolitan Statistical Area,Snohomish County,Washington,53,61
42660,"Seattle-Tacoma-Bellevue, WA",Metropolitan Statistical Area,King County,Washington,53,33
42660,"Seattle-Tacoma-Bellevue, WA",Metropolitan Statistical Area,Pierce County,Washington,53,53
42680,"Sebastian-Vero Beach-West Vero Corridor, FL",Metropolitan Statistical Area,Indian River County,Florida,12,61
42700,"Sebring, FL",Metropolitan Statistical Area,Highlands County,Florida,12,55
42740,"Sedalia, MO",Micropolitan Statistical Area,Pettis County,Missouri,29,159
42780,"Selinsgrove, PA",Micropolitan Statistical Area,Snyder County,Pennsylvania,42,109
42820,"Selma, AL",Micropolitan Statistical Area,Dallas County,Alabama,1,47
42860,"Seneca, SC",Micropolitan Statistical Area,Oconee County,South Carolina,45,73
42900,"Seneca Falls, NY",Micropolitan Statistical Area,Seneca County,New York,36,99
42940,"Sevierville, TN",Micropolitan Statistical Area,Sevier County,Tennessee,47,155
42980,"Seymour, IN",Micropolitan Statistical Area,Jackson County,Indiana,18,71
43020,"Shawano, WI",Micropolitan Statistical Area,Menominee County,Wisconsin,55,78
43020,"Shawano, WI",Micropolitan Statistical Area,Shawano County,Wisconsin,55,115
43060,"Shawnee, OK",Micropolitan Statistical Area,Pottawatomie County,Oklahoma,40,125
43100,"Sheboygan, WI",Metropolitan Statistical Area,Sheboygan County,Wisconsin,55,117
43140,"Shelby-Kings Mountain, NC",Micropolitan Statistical Area,Cleveland County,North Carolina,37,45
43180,"Shelbyville, TN",Micropolitan Statistical Area,Bedford County,Tennessee,47,3
43220,"Shelton, WA",Micropolitan Statistical Area,Mason County,Washington,53,45
43260,"Sheridan, WY",Micropolitan Statistical Area,Sheridan County,Wyoming,56,33
43300,"Sherman-Denison, TX",Metropolitan Statistical Area,Grayson County,Texas,48,181
43320,"Show Low, AZ",Micropolitan Statistical Area,Navajo County,Arizona,4,17
43340,"Shreveport-Bossier City, LA",Metropolitan Statistical Area,Bossier Parish,Louisiana,22,15
43340,"Shreveport-Bossier City, LA",Metropolitan Statistical Area,Caddo Parish,Louisiana,22,17
43340,"Shreveport-Bossier City, LA",Metropolitan Statistical Area,De Soto Parish,Louisiana,22,31
43380,"Sidney, OH",Micropolitan Statistical Area,Shelby County,Ohio,39,149
43420,"Sierra Vista-Douglas, AZ",Metropolitan Statistical Area,Cochise County,Arizona,4,3
43460,"Sikeston, MO",Micropolitan Statistical Area,Mississippi County,Missouri,29,133
43460,"Sikeston, MO",Micropolitan Statistical Area,Scott County,Missouri,29,201
43500,"Silver City, NM",Micropolitan Statistical Area,Grant County,New Mexico,35,17
43580,"Sioux City, IA-NE-SD",Metropolitan Statistical Area,Woodbury County,Iowa,19,193
43580,"Sioux City, IA-NE-SD",Metropolitan Statistical Area,Dakota County,Nebraska,31,43
43580,"Sioux City, IA-NE-SD",Metropolitan Statistical Area,Union County,South Dakota,46,127
43620,"Sioux Falls, SD-MN",Metropolitan Statistical Area,Rock County,Minnesota,27,133
43620,"Sioux Falls, SD-MN",Metropolitan Statistical Area,Lincoln County,South Dakota,46,83
43620,"Sioux Falls, SD-MN",Metropolitan Statistical Area,McCook County,South Dakota,46,87
43620,"Sioux Falls, SD-MN",Metropolitan Statistical Area,Minnehaha County,South Dakota,46,99
43620,"Sioux Falls, SD-MN",Metropolitan Statistical Area,Turner County,South Dakota,46,125
43640,"Slidell-Mandeville-Covington, LA",Metropolitan Statistical Area,St. Tammany Parish,Louisiana,22,103
43660,"Snyder, TX",Micropolitan Statistical Area,Scurry County,Texas,48,415
43700,"Somerset, KY",Micropolitan Statistical Area,Pulaski County,Kentucky,21,199
43740,"Somerset, PA",Micropolitan Statistical Area,Somerset County,Pennsylvania,42,111
43760,"Sonora, CA",Micropolitan Statistical Area,Tuolumne County,California,6,109
43780,"South Bend-Mishawaka, IN-MI",Metropolitan Statistical Area,St. Joseph County,Indiana,18,141
43780,"South Bend-Mishawaka, IN-MI",Metropolitan Statistical Area,Cass County,Michigan,26,27
43890,"Sparta, WI",Micropolitan Statistical Area,Monroe County,Wisconsin,55,81
43900,"Spartanburg, SC",Metropolitan Statistical Area,Spartanburg County,South Carolina,45,83
43900,"Spartanburg, SC",Metropolitan Statistical Area,Union County,South Carolina,45,87
43940,"Spearfish, SD",Micropolitan Statistical Area,Lawrence County,South Dakota,46,81
43980,"Spencer, IA",Micropolitan Statistical Area,Clay County,Iowa,19,41
44020,"Spirit Lake, IA",Micropolitan Statistical Area,Dickinson County,Iowa,19,59
44060,"Spokane-Spokane Valley, WA",Metropolitan Statistical Area,Spokane County,Washington,53,63
